,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Hazardous Air Quality,Diabetes and Obesity | Teen Obesity,Income-related | Public Assistance,Physical Activity | Teen Physical Activity,Respiratory Infection | Pneumonia or Influenza Deaths,Transportation | Drives Alone to Work
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,2.191780822,15.3,10.18525051,59.05,10.29937244,71.70185205
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.299146295425492,13.389746008000003,69.55104676499612,9.152035256,78.466791558
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,15.743867434051486,13.389746008000003,48.206545509937804,12.23595392,78.466791558
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,11.86017109320601,13.389746008000003,60.95990500348156,15.150469957490655,73.106201268
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.879057908624272,13.389746008000003,68.1201593532751,10.5815284418,73.106201268
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,18.798586378964806,13.389746008000003,49.69889442720597,20.6438245,73.106201268
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,16.799950989807204,13.389746008000003,61.840115505103014,13.21443941,77.033878664
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.199801538419743,13.389746008000003,63.4408323134285,11.753146723666667,77.033878664
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,15.299846180800536,13.389746008000003,54.38010547676279,20.763284265,77.033878664
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.402141877885143,13.389746008000003,62.06391657670426,6.361817076,71.387548946
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.119591950390959,13.389746008000003,65.12018798660215,11.19900523,71.38754894600001
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.77946978969276,13.389746008000003,54.45993773016215,20.70059374,71.38754894600001
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.240102456978017,13.389746008000003,59.519976623893356,13.162146863999999,71.099712962
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,8.295581797349476,13.389746008000003,50.24637490148289,10.6373331,81.970800748
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,9.819706133537727,13.389746008000003,57.14069329852421,9.317621025,81.97080074800002
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.439298024704105,13.389746008000003,48.07996646185851,12.67401831,81.97080074800002
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,3.835616438,15.3,10.18525051,59.05,10.25600055,71.70185205
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,11.6,13.389746008000003,71.8,10.01150513,78.466791558
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.041095889200001,13.6,13.389746008000003,48.1,10.86394293,78.466791558
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,10.700000000000001,13.389746008000003,59.52,15.158099109414124,73.10620126799999
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,13.879057790981516,13.389746008000003,68.1201593730891,12.503355046,73.106201268
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.041095889200001,18.798586202500335,13.389746008000003,49.69889428913059,14.938610527999998,73.106201268
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,17.0,13.389746008000003,64.5,11.70155269,77.03387866399999
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,14.199801513667426,13.389746008000003,65.64017703764789,12.78368645,77.033878664
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.041095889200001,15.959649547769546,13.389746008000003,52.940534465549874,17.6048182275,77.033878664
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,12.2,13.389746008000003,64.2,6.055384322,71.387548946
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,13.119591899524865,13.389746008000003,65.12018800999327,11.15738587,71.38754894600001
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.041095889200001,14.779469723603945,13.389746008000003,54.45993772236527,8.494997958,71.38754894600001
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,13.24,13.389746008000003,59.519999999999996,11.6853223076,71.09971296199998
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,6.4,13.389746008000003,50.8,10.84660586,81.97080074799999
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889200001,9.81970609690424,13.389746008000003,57.14069338491007,10.72930025,81.97080074800002
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.041095889200001,10.659828198794402,13.389746008000003,48.0799664576507,11.4753364,81.97080074800002
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,2.18579235,15.3,10.18525051,59.05,10.64766581,71.70185205
