,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Birth Control | Teen Birth Control,Dietary Quality | Teen Soda,Lead Poisoning | Child Lead Testing,Physical Activity | Teen Physical Inactivity,School Violence | Weapons in School
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,18.25,23.299999999999997,10.1397925,17.450000000000003,14.2
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.787194431382414,20.43157372837429,7.015617678,23.932716290590697,7.154884792931934
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,11.75658822828153,22.019564743796813,7.015617678,12.963476809568908,22.119550430826084
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,16.020110912165524,20.380145230279517,7.015617678,17.9999726449816,15.45993733213966
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,22.058987763832906,20.312278260843605,7.015617678,21.940650101046604,6.900049685666253
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,14.458745074722927,22.245250317969134,7.015617678,14.079315798170246,19.84086806939405
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,17.10712507547749,24.31928303672709,7.015617678,22.985153885382374,12.18804946055673
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,16.439968482157127,23.940245851156018,7.015617678,22.680557091975665,9.160255233155812
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,12.820028894563968,25.220013644113365,7.015617678,16.980383262269957,16.140539272038712
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,24.19362762966049,19.261944004146727,7.015617678,18.919017279404457,15.048888991913318
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,22.279187836377638,21.439749751282783,7.015617678,20.100576084929532,10.480333650576432
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,16.538730462352454,22.279648441136658,7.015617678,15.280140136099687,17.640564074183942
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,16.020110912165524,22.720086500457167,7.015617678,17.9999726449816,15.45993733213966
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,7.105903165337886,19.31146284847165,7.015617678,10.690592029882971,18.43336269529568
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,18.618407515922808,21.179683449107713,7.015617678,17.779911695775425,13.959619827402548
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,12.318770318520825,21.879623787974115,7.015617678,11.399940412665641,20.100154070903944
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,18.25,23.299999999999997,10.1397925,17.450000000000003,14.2
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,18.7,20.571028631604047,7.015617678000001,26.0,7.5
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,9.8,21.919656659182582,7.015617678000001,12.4,24.4
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,15.100014912760352,20.379854845524818,7.015617678000001,19.9,15.459999999999999
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,22.058987637521195,18.444500708095454,7.015617678000001,21.940650182158564,6.900049691858045
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,14.458744918071966,22.878878413577805,7.015617678000001,14.079315712724485,19.840868177749428
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,17.4,24.773021518408868,7.015617678000001,24.3,13.4
