,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Poor Air Quality,Dietary Quality | Teen Breakfast,Lead Poisoning | Child Lead Levels 10+ mcg/dL,Physical Activity | Teen Physical Education,School Violence | Fighting in School
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,25.47945205,17.200000000000003,1.978053874,55.95,27.65
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,43.945205478,17.550188226533738,1.7289227878217965,62.46887041231037,26.043588868550867
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,43.945205478,16.69973110495181,1.7289227878217965,54.94304904911117,34.157295318462445
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,43.945205478,17.121712102570743,1.7289227878217965,57.04180215961275,29.45855777584709
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,43.945205478,17.58201633647728,1.679621431373679,61.02308528192539,26.24710830281322
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,43.945205478,16.65426237646103,1.679621431373679,54.373469634161076,33.789085201432776
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,43.945205478,17.850349563562656,1.7289227878217965,60.59357490770329,33.495082679241776
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,43.945205478,18.400460268038447,1.679621431373679,62.33767752715121,29.130728996404052
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,43.945205478,17.4727900365507,1.679621431373679,58.8254186190113,32.87732737641204
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,43.945205478,17.51683696686386,1.7289227878217965,56.80621102596717,30.394179877765023
