,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Prenatal Care,Heat and Disasters | Climate-related  Disasters,Mental Health | Electronic Bullying,Physical Activity | Teen TV Time,Sexually Transmitted Disease | HIV-Related Deaths
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,68.06582572,41.25,12.450000000000001,34.15,2.551203752
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,66.7257448205458,21.17,15.418707535755283,37.369587069152736,2.5161906696666665
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,66.7257448205458,21.17,10.580538578475476,35.669186858188816,3.998868276
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,82.2619623,21.17,13.225096189648754,36.725319597865216,4.154208025199999
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,71.92651745733907,21.17,14.647229041735422,37.55911780094176,4.969953958800001
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,71.92651745733907,21.17,10.208596611260917,35.807284581639635,8.6821550084
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,63.45984113,21.17,11.105857351161854,43.79536189619334,13.94872142
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,61.70301087041707,21.17,13.681566234426647,40.504627510806,7.889119716
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,61.70301087041707,21.17,10.949482401656313,39.11392248737787,18.50246828
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,53.15785375,21.17,12.893202618434525,36.319191511804675,2.6943123915922005
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,57.30365056794446,21.17,14.827855871562965,37.11414042352258,4.797752938582067
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,57.30365056794446,21.17,12.403247248556173,35.09384330391195,5.238871266398511
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,73.93523856,21.17,14.441913863720988,33.79162219188284,2.6799795904
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,84.19813542,21.17,15.706416183177687,26.580230213148837,1.702132824
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,78.31524065048515,21.17,16.79893574516,33.04107733100868,4.0067549592
