,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | All Cancer Deaths,Deaths | Injury Deaths,"Health Insurance | Uninsured, All Ages",Income Inequality | Income Inequality,Lead Poisoning | Housing Lead Risk,"Racial Segregation Indices | Racial Segregation, White and Non-White",Transportation | Longer Driving Commute Time
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,138.0355787,50.78774535,8.24671564000189,0.4760714937549379,15.649825594481664,44.161060894908175,28.961656759844384
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,180.1716958,102.819476,8.24671564000189,0.4760714937549379,15.649825594481664,44.161060894908175,28.961656759844384
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,147.1244425,68.20744624,14.010373680922198,0.4876,6.288232493,44.16342767,29.74781539204174
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,125.9314883,43.88291038,13.683278920249727,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,179.5597819,95.37158105,13.683278920249727,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,123.208431,21.92220055,13.43188558244731,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,113.7519202,27.066857197355773,13.63695076871991,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,137.8968535,22.89458254,13.63695076871991,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,194.1265581,79.9346306,15.076761964848037,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,171.6166275,38.45043961,15.417610198489156,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,239.1025569,128.2846958,15.417610198489156,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,132.6164974,53.42393661,30.444069634349308,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,111.6599422,35.80670004,30.691918888821082,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,162.4711594,71.76101864,30.691918888821082,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,161.55930298571428,59.623579912857146,21.16762900244255,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,149.1352663,79.28536753,8.233744140756492,0.47554303433590633,14.982256315439535,44.493021596662416,28.961740438029317
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,127.5556595,52.20799529,8.246715639658074,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,181.8516682,109.1749102,8.246715639658074,0.47554294574331224,14.982317361082869,44.493009700287566,28.96165676506495
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,141.8158591,69.49082531,15.28863839,0.4861,5.5897118,38.04931713,31.25756868
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,123.0340095,47.95974086,13.68327892890873,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,168.9247259,92.2014736,13.68327892890873,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,128.5781684,30.61973445,8.601109115,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,106.8000666,21.19318747,13.63695076329133,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,168.9460556,48.89053349,13.63695076329133,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,192.8454831,78.84078396,15.2108958,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,170.5831454,34.87232266,15.417610189466064,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,230.9002143,132.3772683,15.417610189466064,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,122.3847633,54.26047876,26.95794921,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,113.5380432,39.10014555,30.691918882259905,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,134.6289844,68.76870256,30.691918882259905,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,170.11964170000005,59.95878061285714,20.87807206,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
61,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,144.3687035,80.99222404,8.345696408,0.4753003884149478,12.887558439927107,41.19207280947059,28.961740458838662
62,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,122.1131304,57.50696391,8.246715639314688,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
63,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,175.8392074,105.5230289,8.246715639314688,0.47530019421608516,12.887568826074421,41.19204553308768,28.96165677027323
64,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,136.5506857,69.90756834,15.28863839,0.4861,5.5897118,38.04931713,31.25756868
65,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,118.6196311,50.93676163,14.557435542280958,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
66,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,162.5444389,90.23292185,14.557435542280958,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
67,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2014,124.3875941,24.80719899,8.601109115,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
68,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2014,113.3125943,20.51483774,12.48145349677164,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
69,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2014,139.7639183,28.15736745,12.48145349677164,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
70,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,188.8989547,73.76847165,15.2108958,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
71,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,170.9660109,41.25487902,13.693488729882947,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
72,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,221.2877512,116.8214556,13.693488729882947,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
73,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,113.0701196,55.93399084,26.95794921,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
74,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,100.9575747,41.74189139,28.51768257940012,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
75,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,129.3419707,70.41697542,28.51768257940012,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
76,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2014,158.8019176357143,56.80346574857143,20.87807206,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
77,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,139.6143616,82.04418078,8.345696408,0.47894292247965825,14.731842441561717,41.226890708881605,30.962664613438868
78,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,118.94752,60.63082182,8.165838980125438,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
79,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,169.6418889,104.7717724,8.165838980125438,0.47894288981270555,14.731934560412297,41.22686498915217,30.962669646496362
80,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,135.066647,66.44559036,15.28863839,0.4861,5.5897118,38.04931713,31.25756868
81,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,118.7845147,47.99622822,14.65010185318037,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
82,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,160.7036296,85.76103541,14.65010185318037,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
83,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2015,113.8096999,22.91383181,8.601109115,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
84,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2015,90.85531906,19.89926675,13.636950806617675,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
85,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2015,147.0094605,26.64496044,13.636950806617675,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
86,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,201.6339063,72.58634716,15.2108958,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
87,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,180.1888645,44.33682949,15.125565256397046,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
88,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,252.8147945,113.6549299,15.125565256397046,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
89,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,116.0685105,51.60570458,26.95794921,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
90,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,113.2607495,37.15275526,29.830045188696467,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
91,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,120.2451659,66.69206449,29.830045188696467,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
92,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2015,149.68103125714288,56.77176234714285,20.87807206,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
93,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,136.0015789,78.6690584,8.345696408,0.47894292244724385,14.731842532968086,41.2268906833608,30.96266461843299
94,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,116.2650811,57.49903177,7.692085385209659,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
95,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,165.9402854,100.104863,7.692085385209659,0.47894288979649696,14.731934606119534,41.226864976390644,30.962669648993646
96,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,128.6373183,62.19922567,15.28863839,0.4861,5.5897118,38.04931713,31.25756868
97,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,111.476096,43.0220319,15.282313575559582,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
98,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,156.8914735,83.34465737,15.282313575559582,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
99,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2016,91.30068224,18.53312115,8.601109115,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
100,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2016,77.16156473,18.27509018,13.636950828248622,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
101,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2016,116.3701331,19.02792699,13.636950828248622,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
102,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,193.407538,69.59118575,15.2108958,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
103,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,155.7512577,46.57624862,15.417610297434555,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
104,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,284.6160081,102.655967,15.417610297434555,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
105,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,110.6418906,45.80714956,26.95794921,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
106,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,97.40247538,27.53485943,29.147638214758707,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
107,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,128.1348802,66.37389598,29.147638214758707,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
108,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2016,157.96456087142857,54.16589632428571,20.87807206,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
109,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,130.360525,74.55482868,8.345696408,0.47894292241486175,14.73184262428381,41.2268906578653,30.962664623422178
110,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,114.5002651,52.64967264,8.246715643423592,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
111,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,156.7368509,97.67510079,8.246715643423592,0.4789428897803044,14.731934651781435,41.22686496364176,30.96266965148846
112,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,123.7834728,60.4565966,15.28863839,0.4861,5.5897118,38.04931713,31.25756868
113,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,102.6308883,40.32231641,15.103619774827843,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
114,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,156.0051411,81.71142309,15.103619774827843,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
115,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2017,87.66140671,18.75046218,8.601109115,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
116,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2017,71.01464987,45.10746605,11.889406164349678,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
117,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2017,201.6324897,32.84932962,11.889406164349678,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
118,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,185.1535164,72.63516509,15.2108958,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
119,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,136.0385622,44.47044743,13.986785701702116,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
120,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,268.8785088,101.8946753,13.986785701702116,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
121,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,109.8911359,49.17511729,26.95794921,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
122,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,95.28047078,27.2397826,30.948642828227626,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
123,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,130.4847504,73.86930855,30.948642828227626,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
124,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2017,127.09077822285714,57.505010421428565,20.87807206,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
125,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,124.219764,69.80951029,8.345696408,0.4781429931852376,11.463991701486005,39.34502225318631,32.61598577518577
126,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,132.133717775,49.17782525,8.125549349655369,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
127,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,153.1478793,90.64614253,8.125549349655369,0.47814292516705753,11.463939069000858,39.34491329212958,32.61606396627535
128,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2018,119.6929005,61.59582091,12.80302196,0.4803,4.442966101,31.47582891,32.03066636
129,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2018,99.92312253,40.15190297,12.845872810408329,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
130,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2018,146.3706528,83.70531463,12.845872810408329,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
131,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2018,80.28202893,24.23425183,7.36394473,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
132,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2018,73.03765316,13.25537374,8.926675334556428,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
133,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2018,110.7608095,50.07968759,8.926675334556428,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
134,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2018,182.3577381,76.38627351,13.41259097,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
135,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2018,160.7863929,40.29117672,12.330693104710914,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
136,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2018,265.6481909,115.0206268,12.330693104710914,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
137,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2018,95.61150079,50.25242726,22.59994403,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
138,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2018,75.68007274,27.4244493,29.209770235323674,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
139,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2018,125.0190662,74.49750812,29.209770235323674,0.4750857414566396,13.078911663317308,39.14048720223184,31.567239790635345
140,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2018,157.41200562857142,76.19637641857142,24.56350793,0.47508576862516144,13.078826258761568,39.14051408637103,31.56722049154946
