,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | Cardiovascular Disease Deaths,Deaths | Premature Death,Heat and Disasters | Longer Summers,Income-related | Service Workers,Mental Health | Suicide,Sexually Transmitted Disease | New Gonorrhea Cases
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,188.9291091,5094.792265,50.90238095,32.72458,12.06194214,140.2
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,153.5750842,3807.898474,39.800014909508164,38.53747180683387,4.792585459,189.2994706833159
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,237.9129081,6377.25679,39.800014909508164,38.53747180683387,19.86349818,189.2994706833159
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,102.7632712,2579.797021,39.800014909508164,18.85036711,9.312919077273907,189.2994706833159
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,71.38923082,2025.151915,39.80014917307719,34.255178707190005,5.924751230857142,189.29973532990508
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,161.099229,3244.60378,39.80014917307719,34.255178707190005,13.376562737382208,189.29973532990508
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,275.5111508,9309.636235,39.800014909508164,36.02018503,7.362212058,189.2994706833159
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,228.1356625,7672.368289,39.80014917307719,42.02241052460328,3.6969539900174495,189.29973532990508
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,350.0364904,10945.54208,39.80014917307719,42.02241052460328,12.200132604250001,189.29973532990508
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,173.7642223,4657.919234,39.800014909508164,57.64453585,4.742059421,189.2994706833159
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,140.8506695,3312.773042,39.80014917307719,66.89340739384875,2.9112099443719073,189.29973532990508
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,236.2237151,6004.098064,39.80014917307719,66.89340739384875,7.0040341,189.29973532990508
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,197.9291620742857,7072.441226428571,39.800014909508164,50.16820858,13.871917680285714,189.2994706833159
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,187.9392192,4926.24818,39.800014909508164,19.66626083,16.9749379,189.2994706833159
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,152.8290376,3729.416655,39.80014917307719,28.760955493436477,6.608157048,189.29973532990508
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,234.3856937,6108.084778,39.80014917307719,28.760955493436477,27.72699917,189.29973532990508
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,190.5724099,5095.44413,50.90238095,32.72458,13.08844854,142.8
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,155.2753939,3761.318821,34.838210631315,37.77753529365562,5.174335824,191.87213769595402
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,239.0897256,6421.457571,34.838210631315,37.77753529365562,21.66746639,191.87213769595402
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,107.2708554,2412.616192,34.838210631315,18.85036711,9.285753183964472,191.87213769595402
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,81.46164776,1968.819666,34.83812459519072,34.73224401154561,5.169301407428571,191.87178314942878
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,174.4089107,2930.628153,34.83812459519072,34.73224401154561,12.400710985470985,191.87178314942878
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,297.468536,9639.976735,34.838210631315,36.02018503,8.29037384,191.87213769595402
