,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | Heart Disease Deaths,Deaths | Racial Disparity in Police Killings,"Housing | Homeless, Children",Income-related | Unemployment,Population | Children,Sexually Transmitted Disease | Syphilis Prevalence
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,139.0183077,4.16935343,19.003515628,7.334555582,22.04468091,8.1
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,104.0132076,1.8283455162000002,19.003515628000002,8.922050508,25.097813772000002,9.02
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,188.1989692,1.8283455162000002,19.003515628000002,8.922050508,25.097813772000002,9.02
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,69.61796231,1.8283455162000002,19.003515628000002,6.419018225,25.097813772000002,9.02
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,64.55721035501243,1.8283455162000002,19.003515628,6.068454469000001,25.097813772000002,9.02
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,111.1121059,1.8283455162000002,19.003515628,6.068454469000001,25.097813772000002,9.02
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,205.9905324,1.8283455162000002,19.003515628000002,12.96263762,25.097813772000002,9.02
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,165.9694955,1.8283455162000002,19.003515628,14.832336554,25.097813772000002,9.02
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,263.8762244,1.8283455162000002,19.003515628,14.832336554,25.097813772000002,9.02
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,125.7703287,1.8283455162000002,19.003515628000002,9.00269075,25.097813772000002,9.02
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,93.68691194,1.8283455162000002,19.003515628,9.9329377856,25.097813772000002,9.02
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,185.8230248,1.8283455162000002,19.003515628,9.9329377856,25.097813772000002,9.02
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,126.577226986,1.8283455162000002,19.003515628000002,7.829457364,25.097813772000002,9.02
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,139.377853,1.8283455162000002,19.003515628000002,5.62352146,25.097813772000002,9.02
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,103.8914782,1.8283455162000002,19.003515628,6.551229945600001,25.097813772000002,9.02
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,187.8922057,1.8283455162000002,19.003515628,6.551229945600001,25.097813772000002,9.02
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,139.7086185,4.16935343,19.003515628,7.334555582,22.04468091,9.4
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,105.2340192,1.8283455162,19.003515628,8.922050508000002,25.097813772000002,8.820000000000002
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,188.1766372,1.8283455162,19.003515628,8.922050508000002,25.097813772000002,8.820000000000002
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,64.71926676,1.8283455162,19.003515628,6.419018225,25.097813772000002,8.820000000000002
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,33.56591948,1.8283455162,19.003515628,6.068454469000001,25.097813772000002,8.820000000000002
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,125.7363129,1.8283455162,19.003515628,6.068454469000001,25.097813772000002,8.820000000000002
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,217.8581687,1.8283455162,19.003515628,12.96263762,25.097813772000002,8.820000000000002
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,175.7746799,1.8283455162,19.003515628,14.832336554,25.097813772000002,8.820000000000002
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,276.8467464,1.8283455162,19.003515628,14.832336554,25.097813772000002,8.820000000000002
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,114.0278388,1.8283455162,19.003515628,9.00269075,25.097813772000002,8.820000000000002
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,84.12630367,1.8283455162,19.003515628,9.9329377856,25.097813772000002,8.820000000000002
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,160.7634714,1.8283455162,19.003515628,9.9329377856,25.097813772000002,8.820000000000002
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,118.39536682600001,1.8283455162,19.003515628,7.829457364,25.097813772000002,8.820000000000002
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,140.321276,1.8283455162,19.003515628,5.62352146,25.097813772000002,8.820000000000002
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,104.8747224,1.8283455162,19.003515628,6.551229945599999,25.097813772000002,8.820000000000002
