,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Poor Air Quality,Dietary Quality | Teen Breakfast,Lead Poisoning | Child Lead Levels 10+ mcg/dL,Physical Activity | Teen Physical Education,School Violence | Fighting in School
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,25.47945205,17.200000000000003,1.978053874,55.95,27.65
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,19.29167391635466,1.705348306656457,66.02967783590489,22.03638931196609
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,44.422658178645975,18.229011965044013,1.705348306656457,53.89699192106484,35.14777067743858
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,16.014538226706563,1.705348306656457,60.928394557339786,29.199944933920705
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,44.42267938123853,18.90847981462938,1.7053192667672914,59.24317432623406,21.159596061323455
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,44.42267938123853,19.25334800518093,1.7053192667672914,51.35981305979855,31.30887678143931
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,20.289290295807668,1.705348306656457,60.995349645718825,33.24742831600556
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,44.42267938123853,19.585451492997077,1.7053192667672914,59.48756098400994,25.443633093385124
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,44.42267938123853,19.770690238453685,1.7053192667672914,53.715928611457024,32.529176399574695
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,20.289164154373967,1.705348306656457,57.74849314614925,29.325690682736237
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,44.42267938123853,20.013943429716576,1.7053192667672914,59.05870685181437,24.38635166638922
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,44.42267938123853,19.756513078111286,1.7053192667672914,53.82970082805371,31.029226109090384
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,16.014538226706563,1.705348306656457,58.9856064374023,29.199944933920705
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,44.422658178645975,11.669285494229246,1.705348306656457,59.58568670948942,23.57440666181047
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,44.42267938123853,15.556700853918388,1.7053192667672914,60.372660675315146,21.114797566756202
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,44.42267938123853,15.299270502313096,1.7053192667672914,54.35827440988148,26.929452845511303
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,38.35616438,17.200000000000003,1.978053874,55.95,27.65
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,19.251693472168032,1.7053289345852254,71.6,24.5
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,49.20254200073978,17.76980594092748,1.7053289345852254,57.2,38.3
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,17.471390044632034,1.7053289345852254,58.54305141315155,29.20005503577326
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,49.20244945090652,19.017678459957065,1.7053095784108319,58.07609356140879,21.951455762464956
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,49.20244945090652,19.144276766735388,1.7053095784108319,49.87577117391101,32.200988208544885
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,20.25956381148366,1.7053289345852254,68.5,35.1
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,49.20244945090652,19.585451460138597,1.7053095784108319,58.43086785424031,25.443633190144574
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,49.20244945090652,19.770690146196802,1.7053095784108319,53.77304737628073,32.52917647498656
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,20.139768811596458,1.7053289345852254,58.3,32.2
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,49.20244945090652,20.01394338693725,1.7053095784108319,59.05870704684911,24.386351745843253
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,49.20244945090652,19.756512999440037,1.7053095784108319,53.829700968898074,31.029226190691876
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,17.75706377582365,1.7053289345852254,58.98582207467113,29.20005503577326
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,49.20254200073978,11.319900184110596,1.7053289345852254,62.3,26.5
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,49.20244945090652,15.556700798690628,1.7053095784108319,60.372660828917816,21.11479763054685
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,49.20244945090652,15.299270411193413,1.7053095784108319,54.358274550978535,28.20034091538884
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.96721311,17.200000000000003,1.978053874,55.95,27.65
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,19.216226852031532,1.6161228013910476,65.09268457093756,21.092286485425632
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,42.92342119015225,16.89748770894727,1.6161228013910476,53.196808729768634,34.20901200002829
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,16.94286626916525,1.6161228013910476,61.171243256672355,25.700069207836457
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,42.923272095976486,19.017733251814303,1.616103261498092,59.24279914514029,21.159188824013455
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,42.923272095976486,19.25347344485612,1.616103261498092,51.35938106797045,31.308738894156257
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,20.321748506837608,1.6161228013910476,59.171033864231894,32.398432897440166
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,42.923272095976486,19.58545142732075,1.616103261498092,58.43004272751029,27.399773365221662
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,42.923272095976486,19.727851113723965,1.616103261498092,53.77240275928915,32.94301921477001
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,19.86987389462722,1.6161228013910476,59.07437856049167,29.003815140863754
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,42.923272095976486,20.01394334421087,1.616103261498092,59.543830953792984,23.943369987876245
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,42.923272095976486,19.970707622516848,1.616103261498092,53.82942261506144,29.929316100746533
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,16.842869818285067,1.6161228013910476,57.799934341283375,26.428614778534932
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,42.92342119015225,10.689779242086631,1.6161228013910476,59.2695341701115,22.118611227019247
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,42.923272095976486,15.556700743531218,1.616103261498092,60.37219373408328,21.114486173431576
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,42.923272095976486,15.299270320186539,1.616103261498092,55.65743115123997,28.200042617778934
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.78082192,17.200000000000003,1.632098503,53.900000000000006,25.05
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,19.3,1.4017451720471148,66.8,19.4
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,37.73006485371584,14.2,1.4017451720471148,53.6,33.2
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,16.085714285714285,1.4017451720471148,58.78591267026107,24.957119040862658
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,37.73000307602594,18.381245329309735,1.401730144729571,59.40073494435814,21.509017454225464
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,37.73000307602594,18.53515178353301,1.401730144729571,53.32628016839994,31.775326962799095
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,21.1,1.4017451720471148,58.8,30.6
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,37.73000307602594,19.985281483112246,1.401730144729571,59.48606143427276,27.399602963202643
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,37.73000307602594,19.770689962025447,1.401730144729571,53.771758531116355,32.94275255551459
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,19.1,1.4017451720471148,65.7,30.3
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,37.73000307602594,20.013943301537356,1.401730144729571,59.543447332251596,23.943057258645386
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,37.73000307602594,19.970707532694313,1.401730144729571,53.82914442909519,29.928938518660704
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,16.842844474398312,1.4017451720471148,57.21440327758368,25.68573683557101
61,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,37.73006485371584,8.9,1.4017451720471148,60.4,18.7
62,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,37.73000307602594,16.013649361090085,1.401730144729571,60.37172692098641,21.114174904197014
63,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,37.73000307602594,16.198887928572038,1.401730144729571,55.657140686837614,26.928676163811026
64,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,31.78082192,17.200000000000003,1.2126650755000001,53.900000000000006,25.05
65,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,38.23882595567177,18.84998286500414,1.026198949135249,59.51958045187435,19.523039645797017
66,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,38.23882595567177,17.727771344365532,1.026198949135249,50.0358607432721,31.891158490827433
67,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2014,38.23882595567177,15.671482768401647,1.026198949135249,51.47151467876898,20.2573127925117
68,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2014,38.2387867567161,18.59048507141039,1.026187987472102,58.899841318520124,20.725266608709514
