,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Prenatal Care,Heat and Disasters | Climate-related  Disasters,Mental Health | Electronic Bullying,Physical Activity | Teen TV Time,Sexually Transmitted Disease | HIV-Related Deaths
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,68.06582572,41.25,12.450000000000001,34.15,2.551203752
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,68.7111602422374,22.36417964795112,16.80697602807761,34.75731242964042,2.5161906696666665
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,68.7111602422374,22.36417964795112,9.455420501953512,33.438854711608506,3.998868276
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,82.2619623,22.36417964795112,14.028515347449199,32.94290002842121,5.776727205714286
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,71.24486817026379,22.364232678763333,13.675629919315927,30.86061601632729,5.2016769226958255
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,71.24486817026379,22.364232678763333,8.60900807175465,30.410451688282436,9.502513281142857
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,63.45984113,22.36417964795112,10.050680418515327,47.04689192768691,13.94872142
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,61.20596113855039,22.364232678763333,11.80053552774511,39.40148838391452,7.889119716
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,61.20596113855039,22.364232678763333,8.72881835808258,38.94428110426494,18.50246828
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,53.15785375,22.36417964795112,12.63873948745116,33.140870472154155,2.072704594189182
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,59.25576359205709,22.364232678763333,12.257983891347022,32.915417473933836,1.1273091223620875
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,59.25576359205709,22.364232678763333,8.972072110319132,32.229735942161206,3.928462638776669
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,67.81218196142858,22.36417964795112,14.2142230353844,34.62855442660225,3.551777434714286
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,84.19813542,22.36417964795112,18.83079166942586,19.387961393285213,1.702132824
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,78.46291318362945,22.364232678763333,16.000461443955814,27.08617758750669,2.6881059408571426
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,78.46291318362945,22.364232678763333,12.928744274293285,25.943547551487967,3.12256567
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,69.53899597,41.25,12.450000000000001,34.15,2.55767505
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,68.88991888788605,19.771552718944733,20.1,37.7,0.973466568
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,68.88991888788605,19.771552718944733,11.6,35.6,4.124073964
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,82.63270942,19.771552718944733,14.02853465416844,32.94287920749893,4.730166361571429
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,71.189848310008,19.77149064794183,13.975779502269173,30.77718029083109,3.9487934271428573
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,71.189848310008,19.77149064794183,8.942399721479513,29.38495043619071,6.29193874
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,64.87350974,19.771552718944733,11.2,49.6,13.46434132
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,61.36895545677467,19.77149064794183,12.300322994496677,39.40148856960134,6.678051650333333
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,61.36895545677467,19.77149064794183,8.728818388841109,38.94428128193053,18.90948812
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,55.17731243,19.771552718944733,16.5,37.2,2.402225327
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,61.21885649357225,19.77149064794183,12.886288156181532,32.91541761509387,1.1273091510789315
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,61.21885649357225,19.77149064794183,8.972072190531094,32.45821032742306,4.126331629
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,65.88190809000001,19.771552718944733,14.214348358691213,34.628588421183444,4.816366262571429
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,84.84131923,19.771552718944733,22.0,19.0,1.5032719
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,79.33624794409812,19.77149064794183,16.000461501430703,27.08617764529704,2.6110547807142863
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,79.33624794409812,19.77149064794183,12.928744295767657,25.943547637636488,2.817717763
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,72.05939347,41.25,12.450000000000001,34.15,2.50041098
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,68.74782326930352,20.47863277437672,15.549711845497203,34.85276171271363,1.012651841
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,68.74782326930352,20.47863277437672,8.535414537591365,33.70421729298316,3.998293672
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,82.92101341,20.47863277437672,10.242935477001707,32.5429141822828,4.131794896714285
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,70.86489422133423,20.47860210283483,13.675414650229145,30.860196751336517,3.4205536022857146
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,70.86489422133423,20.47860210283483,8.608725022684904,30.4100820910229,7.134180111857143
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,67.03392288,20.47863277437672,9.384296397339378,47.45015059708407,12.22849008
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,63.3583327168663,20.47860210283483,11.800262198696831,40.85781361750698,5.7623660910000005
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,63.3583327168663,20.47860210283483,8.385892973491922,38.94402176041958,18.91245876
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,58.79582002,20.47863277437672,10.89033743117709,32.53768140605606,2.403988104
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,60.01490908498164,20.47860210283483,12.257554881530863,32.486676013769326,1.1272924543269405
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,60.01490908498164,20.47860210283483,9.185921344059068,32.2294399807253,4.00758766
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,73.15520771285715,20.47863277437672,10.300076306076095,34.59998402896082,5.913076941571428
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,85.90135846,20.47863277437672,17.18357837590305,19.861368510666885,1.562977036
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,79.99625657012068,20.47860210283483,16.00010284416605,27.086087922216727,3.158346830571429
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,79.99625657012068,20.47860210283483,12.928469306694259,26.62892273799506,2.627560737
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,74.34513905,41.25,9.45,34.25,2.344095439
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,70.63557004143236,22.428459819449127,13.3,37.5,0.910464892
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,70.63557004143236,22.428459819449127,6.8,36.2,3.727520888
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,84.21779989,22.428459819449127,9.314285714285715,29.82857142857143,4.083680459571428
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,70.71261732919373,22.428515621535812,13.425101682532713,30.87651710093784,2.1703933217979747
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,70.71261732919373,22.428515621535812,7.791618594023169,30.42646142436463,4.610075673571429
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,69.14833615,22.428459819449127,7.7,50.8,12.39971529
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,64.63485346801448,22.428515621535812,11.799988967805138,40.85761550498081,4.487995266
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,64.63485346801448,22.428515621535812,8.728439048062608,38.94376239539878,20.27654521
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,62.11494006,22.428459819449127,7.1,33.1,2.21842541
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,62.82909185051328,22.428515621535812,12.257126025717879,32.48632382497269,1.1272606646170307
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,62.82909185051328,22.428515621535812,8.971351105473714,32.22914405260328,3.616674812
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,74.1439757257143,22.428459819449127,9.442856889487967,34.62858485713779,3.8633695397142858
61,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,87.0274811,22.428459819449127,13.5,21.5,1.294630668
62,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,80.79963759199954,22.428515621535812,15.999744403262609,26.200534917834016,2.7941386018571426
63,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,80.79963759199954,22.428515621535812,12.928194483520077,26.628875147069824,2.121226351
64,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,76.01473417,41.25,9.45,34.25,1.831521166
65,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,72.46112923364895,19.771552534080236,13.482446575152686,32.48576347599201,1.4180052466666666
66,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,72.46112923364895,19.771552534080236,7.064918838103375,32.21872294122401,2.93424353
67,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2014,84.22058422,19.771552534080236,10.557103602325913,29.714446532406754,2.869103447
68,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2014,74.26341413634204,19.77149055550139,13.174814725478031,30.875890909797327,2.4700839132442436
69,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2014,74.26341413634204,19.77149055550139,8.108258838941198,30.42592936684097,7.252089261571429
70,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,70.5107084,19.771552534080236,8.818692346767953,45.55422001454679,10.7270506
71,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,65.46123159234298,19.77149055550139,10.78566669202591,37.18627580486187,4.2566410585
72,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,65.46123159234298,19.77149055550139,8.142723295407661,36.72920847825724,17.83390261
73,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,65.08400681,19.771552534080236,8.77147875128439,30.055787258852185,1.143673925
74,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,66.02006212541562,19.77149055550139,11.756914514653845,30.514623122033576,1.1271997959388451
75,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,66.02006212541562,19.77149055550139,8.542623771343967,30.1289742137654,3.7159736146449696
76,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2014,75.17168052571428,19.771552534080236,9.657135512693236,33.0857555665863,2.2307596187142855
77,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,87.5874748,19.771552534080236,15.14354197213018,19.770651546463164,1.182430186
78,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,82.55790964279237,19.77149055550139,14.985428868663103,26.900048688809477,2.530622875142857
